Crop,Storage_Type,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
Apple,Dry Storage,38,20.6,82.0
Groundnut,Cold Storage,71,20.8,77.1
Grapes,Ambient,122,8.7,80.5
Grapes,Dry Storage,163,14.1,90.2
Rice,Ambient,113,7.8,78.2
Sugarcane,Cold Storage,97,15.1,91.8
Mango,Cold Storage,105,3.9,54.0
Rice,Cold Storage,8,15.3,64.3
Pulses,Cold Storage,66,15.7,82.2
Banana,Dry Storage,51,14.3,40.1
Groundnut,Cold Storage,134,12.9,70.7
Apple,Cold Storage,128,21.7,68.8
Cotton,Ambient,87,15.4,66.5
Maize,Cold Storage,121,10.6,74.7
Banana,Dry Storage,137,24.8,42.3
Mango,Ambient,159,12.3,65.2
Onion,Ambient,136,18.6,90.2
Sugarcane,Cold Storage,134,16.2,78.1
Chilli,Ambient,143,14.1,68.9
Apple,Ambient,80,9.4,65.6
Onion,Cold Storage,145,16.2,52.5
Cotton,Dry Storage,30,21.2,41.0
Groundnut,Cold Storage,132,2.2,69.9
Onion,Cold Storage,15,10.7,85.2
Apple,Dry Storage,59,14.8,69.1
Onion,Dry Storage,13,9.2,79.4
Cotton,Dry Storage,48,8.7,69.7
Sugarcane,Cold Storage,25,19.7,42.2
Maize,Ambient,129,16.4,78.0
Potato,Ambient,150,5.9,78.8
Potato,Cold Storage,146,6.7,79.6
Pulses,Dry Storage,162,14.2,44.0
Onion,Dry Storage,71,5.9,72.8
Banana,Cold Storage,154,5.1,82.4
Cotton,Dry Storage,38,23.5,92.2
Mango,Ambient,33,16.2,81.3
Pulses,Ambient,162,15.8,81.6
Rice,Dry Storage,76,20.1,76.6
Onion,Dry Storage,31,24.4,71.2
Wheat,Ambient,20,10.8,88.7
Apple,Ambient,51,18.7,80.2
Onion,Dry Storage,6,4.0,40.3
Wheat,Dry Storage,10,9.3,81.3
Onion,Dry Storage,136,7.8,45.4
Tomato,Ambient,11,20.5,57.1
Wheat,Ambient,109,22.7,89.2
Cotton,Cold Storage,179,24.8,54.6
Groundnut,Cold Storage,32,12.1,59.4
Groundnut,Dry Storage,109,14.4,45.0
Groundnut,Cold Storage,138,2.4,62.7
Mango,Cold Storage,5,15.4,85.2
Wheat,Dry Storage,107,3.3,42.8
Maize,Dry Storage,43,22.4,46.1
Banana,Dry Storage,147,3.4,65.4
Wheat,Ambient,141,4.2,80.6
Cotton,Dry Storage,112,9.8,89.1
Chilli,Dry Storage,103,19.1,87.0
Maize,Ambient,127,9.9,80.9
Onion,Ambient,80,3.8,71.2
Groundnut,Cold Storage,111,11.5,90.9
Sugarcane,Dry Storage,63,7.8,54.8
Banana,Ambient,41,12.4,53.5
Cotton,Cold Storage,166,4.7,87.6
Rice,Dry Storage,38,11.2,72.2
Potato,Cold Storage,47,9.5,78.9
Apple,Dry Storage,149,24.0,91.4
Cotton,Cold Storage,79,25.0,93.5
Mango,Dry Storage,119,18.5,64.2
Apple,Dry Storage,104,8.4,40.1
Banana,Cold Storage,159,3.5,62.4
Rice,Dry Storage,72,20.4,67.3
Rice,Ambient,95,13.7,83.5
Rice,Dry Storage,153,2.6,90.2
Groundnut,Cold Storage,130,3.4,50.8
Grapes,Ambient,26,8.9,55.2
Mango,Dry Storage,130,17.0,59.7
Wheat,Dry Storage,151,18.8,51.7
Onion,Ambient,86,7.3,59.5
Sugarcane,Cold Storage,43,3.1,73.6
Cotton,Dry Storage,95,5.1,92.2
Grapes,Cold Storage,80,2.4,61.8
Cotton,Cold Storage,73,19.0,90.3
Wheat,Dry Storage,53,2.7,91.5
Groundnut,Cold Storage,101,22.6,83.2
Mango,Cold Storage,170,18.6,50.7
Mango,Dry Storage,113,15.7,69.3
Potato,Cold Storage,127,5.8,44.8
Banana,Ambient,8,18.3,68.3
Mango,Dry Storage,164,13.2,61.1
Mango,Ambient,131,20.8,78.7
Groundnut,Cold Storage,118,14.9,51.2
Potato,Cold Storage,31,8.3,65.5
Grapes,Dry Storage,132,2.5,47.6
Apple,Ambient,135,2.4,58.4
Cotton,Ambient,103,8.5,79.8
Apple,Dry Storage,134,12.2,66.3
Wheat,Ambient,72,22.7,50.0
Pulses,Cold Storage,88,10.3,75.5
Cotton,Cold Storage,125,7.1,52.3
Mango,Ambient,62,5.5,81.5
Apple,Dry Storage,35,20.9,86.4
Mango,Dry Storage,110,19.8,59.5
Grapes,Dry Storage,167,8.1,72.4
Apple,Dry Storage,135,24.1,89.2
Maize,Cold Storage,177,8.9,53.4
Tomato,Dry Storage,86,6.1,73.1
Mango,Cold Storage,107,3.8,77.7
Chilli,Ambient,103,10.0,44.9
Sugarcane,Ambient,5,12.1,41.4
Grapes,Cold Storage,84,24.5,83.3
Tomato,Ambient,143,24.0,45.2
Mango,Dry Storage,44,19.5,66.7
Sugarcane,Cold Storage,124,7.8,59.7
Pulses,Dry Storage,175,4.0,47.4
Wheat,Dry Storage,126,21.2,85.2
Banana,Cold Storage,135,23.0,54.1
Rice,Dry Storage,29,2.9,55.6
Pulses,Ambient,32,22.3,47.2
Tomato,Cold Storage,79,23.9,86.7
Sugarcane,Dry Storage,128,16.1,78.1
Rice,Dry Storage,66,11.7,85.2
Onion,Dry Storage,88,8.0,92.5
Sugarcane,Ambient,116,22.7,56.9
Wheat,Ambient,34,3.5,75.8
Sugarcane,Cold Storage,57,14.8,59.5
Cotton,Cold Storage,93,14.1,52.6
Banana,Ambient,10,14.3,71.5
Rice,Cold Storage,23,9.8,70.4
Sugarcane,Dry Storage,44,24.0,72.6
Mango,Ambient,146,11.9,51.5
Chilli,Cold Storage,75,8.4,41.1
Mango,Cold Storage,32,25.0,68.9
Grapes,Ambient,74,18.4,78.4
Banana,Cold Storage,99,10.1,76.1
Mango,Cold Storage,18,15.8,40.4
Sugarcane,Cold Storage,50,10.4,51.5
Apple,Dry Storage,172,3.7,42.2
Grapes,Dry Storage,108,24.7,69.5
Banana,Cold Storage,125,15.3,41.0
Rice,Cold Storage,5,15.3,70.8
Potato,Cold Storage,91,9.1,88.2
Chilli,Dry Storage,88,21.7,92.5
Wheat,Dry Storage,22,13.9,66.1
Pulses,Dry Storage,144,8.0,54.0
Wheat,Dry Storage,51,17.9,87.4
Sugarcane,Dry Storage,25,6.6,90.2
Pulses,Ambient,124,3.9,46.6
Maize,Cold Storage,133,8.2,59.5
Rice,Dry Storage,162,22.6,54.6
Grapes,Ambient,24,21.0,88.5
Mango,Cold Storage,28,3.2,43.3
Chilli,Dry Storage,123,11.6,46.5
Onion,Ambient,147,3.8,72.6
Wheat,Ambient,66,18.3,83.8
Cotton,Cold Storage,101,9.5,50.1
Sugarcane,Ambient,168,9.7,66.9
Grapes,Cold Storage,164,24.6,79.8
Chilli,Ambient,74,23.7,59.6
Rice,Cold Storage,75,11.1,67.2
Grapes,Cold Storage,158,3.0,63.8
Apple,Ambient,60,12.5,84.2
Mango,Dry Storage,126,20.2,49.0
Cotton,Cold Storage,88,3.1,57.0
Apple,Cold Storage,140,6.8,63.9
Potato,Ambient,62,15.7,90.9
Apple,Cold Storage,16,24.2,78.6
Sugarcane,Cold Storage,94,2.5,61.0
Chilli,Ambient,35,16.2,44.9
Tomato,Cold Storage,101,11.6,82.3
Chilli,Dry Storage,140,24.4,73.7
Apple,Ambient,86,2.5,50.8
Mango,Dry Storage,119,4.9,82.8
Cotton,Cold Storage,25,21.3,92.2
Apple,Cold Storage,74,3.6,62.8
Chilli,Ambient,95,18.0,83.7
Mango,Dry Storage,82,16.4,61.4
Wheat,Ambient,88,13.1,71.6
Chilli,Cold Storage,18,5.9,74.8
Sugarcane,Cold Storage,106,15.6,53.8
Rice,Ambient,15,8.3,63.1
Sugarcane,Dry Storage,86,9.8,88.7
Rice,Ambient,21,9.5,83.9
Potato,Cold Storage,68,7.0,82.2
Pulses,Cold Storage,22,19.5,79.9
Sugarcane,Cold Storage,122,2.3,55.3
Onion,Ambient,122,15.4,89.1
Rice,Ambient,39,12.4,50.5
Mango,Cold Storage,89,9.5,66.5
Mango,Ambient,76,24.8,64.8
Chilli,Ambient,179,12.0,71.3
Mango,Dry Storage,117,17.3,89.8
Tomato,Dry Storage,118,23.0,70.4
Maize,Ambient,52,14.7,59.4
Cotton,Dry Storage,7,12.6,80.3
Cotton,Ambient,164,5.8,67.6
Chilli,Dry Storage,26,4.6,59.6
Wheat,Cold Storage,33,9.6,51.6
Grapes,Cold Storage,112,10.7,70.9
Apple,Cold Storage,77,17.5,43.2
Potato,Ambient,173,22.1,94.7
Mango,Dry Storage,73,6.5,88.2
Cotton,Dry Storage,91,7.6,85.5
Mango,Ambient,23,6.2,50.9
Cotton,Dry Storage,87,8.1,69.2
Potato,Cold Storage,173,16.4,57.7
Apple,Ambient,72,12.0,66.6
Sugarcane,Ambient,123,4.2,92.8
Sugarcane,Dry Storage,19,21.9,64.2
Rice,Cold Storage,153,8.1,67.1
Tomato,Dry Storage,135,9.4,69.8
Mango,Cold Storage,48,14.4,44.3
Rice,Ambient,142,23.0,80.8
Grapes,Ambient,124,16.4,62.4
Cotton,Cold Storage,110,10.5,80.3
Pulses,Cold Storage,119,10.4,41.3
Sugarcane,Cold Storage,8,21.4,60.0
Apple,Dry Storage,151,24.8,55.4
Potato,Cold Storage,43,3.5,42.6
Grapes,Ambient,17,9.1,92.1
Chilli,Dry Storage,34,15.1,90.3
Pulses,Dry Storage,113,2.8,67.4
Rice,Dry Storage,31,23.2,83.3
Banana,Cold Storage,14,8.0,57.7
Onion,Cold Storage,178,6.3,59.7
Chilli,Ambient,147,3.6,55.3
Potato,Dry Storage,40,16.9,50.6
Groundnut,Dry Storage,90,6.7,42.2
Cotton,Cold Storage,142,24.4,93.9
Potato,Ambient,168,23.6,77.6
Potato,Ambient,155,21.0,90.5
Rice,Dry Storage,39,12.7,52.2
Mango,Dry Storage,21,16.3,70.1
Groundnut,Ambient,143,21.5,60.8
Tomato,Ambient,156,14.1,53.2
Sugarcane,Cold Storage,139,20.0,67.0
Rice,Cold Storage,13,23.6,68.7
Banana,Cold Storage,159,9.3,74.3
Wheat,Ambient,139,20.7,48.6
Rice,Cold Storage,102,24.0,94.5
Tomato,Ambient,77,6.5,60.4
Pulses,Dry Storage,81,24.3,75.8
Groundnut,Ambient,85,13.0,82.3
Onion,Dry Storage,59,16.2,79.9
Apple,Dry Storage,87,14.2,44.0
Onion,Dry Storage,178,22.3,62.3
Mango,Cold Storage,102,23.1,58.5
Onion,Ambient,166,12.0,56.0
Groundnut,Ambient,80,20.6,65.9
Potato,Dry Storage,82,4.3,74.7
Banana,Cold Storage,94,14.2,65.8
Rice,Cold Storage,177,20.5,86.2
Potato,Ambient,11,16.4,77.6
Mango,Ambient,42,16.3,71.5
Banana,Ambient,30,16.8,68.4
Wheat,Cold Storage,29,18.8,42.6
Mango,Ambient,30,10.7,81.8
Wheat,Dry Storage,27,3.9,40.3
Banana,Cold Storage,163,21.2,50.0
Mango,Cold Storage,67,2.1,90.8
Potato,Dry Storage,93,2.2,51.8
Mango,Cold Storage,112,21.7,76.3
Pulses,Cold Storage,117,7.0,46.3
Maize,Ambient,118,16.3,59.8
Maize,Ambient,49,18.9,94.6
Groundnut,Cold Storage,147,12.0,72.1
Rice,Cold Storage,7,7.5,42.0
Potato,Cold Storage,82,7.0,64.6
Potato,Ambient,125,13.3,74.8
Sugarcane,Ambient,40,13.6,85.2
Mango,Cold Storage,157,18.9,94.9
Potato,Cold Storage,131,15.8,92.7
Tomato,Ambient,85,11.7,42.9
Rice,Cold Storage,84,20.2,79.3
Onion,Dry Storage,154,4.5,84.4
Wheat,Dry Storage,112,4.2,45.0
Mango,Cold Storage,179,16.5,80.5
Mango,Ambient,91,7.7,73.7
Pulses,Dry Storage,122,4.7,64.2
Pulses,Ambient,160,8.3,65.9
Banana,Dry Storage,28,14.4,57.8
Apple,Ambient,111,17.2,69.7
Tomato,Ambient,173,17.9,80.2
Maize,Cold Storage,151,22.2,80.7
Wheat,Dry Storage,55,23.5,61.9
Cotton,Cold Storage,159,5.9,74.8
Rice,Ambient,115,7.3,57.9
Banana,Dry Storage,132,3.9,47.7
Rice,Dry Storage,106,12.0,92.6
Cotton,Ambient,179,6.9,58.2
Grapes,Ambient,33,9.4,83.2
Pulses,Ambient,126,19.8,80.2
Maize,Cold Storage,151,19.5,52.7
Tomato,Ambient,67,24.7,94.0
Grapes,Dry Storage,109,11.9,89.0
Pulses,Ambient,179,4.0,79.0
Chilli,Dry Storage,20,6.3,73.1
Rice,Dry Storage,24,5.2,91.1
Chilli,Ambient,34,17.7,41.2
Maize,Dry Storage,10,10.7,76.9
Maize,Dry Storage,75,17.4,85.7
Apple,Ambient,82,6.6,94.9
Pulses,Cold Storage,39,5.2,70.6
Mango,Ambient,137,13.1,73.8
Wheat,Cold Storage,96,14.5,85.1
Rice,Ambient,59,9.1,58.8
Chilli,Dry Storage,173,19.0,63.1
Tomato,Dry Storage,138,6.9,42.0
Groundnut,Dry Storage,127,2.4,63.5
Groundnut,Dry Storage,54,11.8,45.5
Grapes,Dry Storage,85,11.1,80.9
Chilli,Dry Storage,35,2.2,77.7
Groundnut,Dry Storage,12,18.9,51.7
Apple,Ambient,122,10.5,51.0
Rice,Cold Storage,37,17.2,53.6
Banana,Ambient,102,15.1,66.1
Wheat,Dry Storage,13,23.4,77.5
Grapes,Ambient,34,7.4,84.9
Grapes,Cold Storage,19,17.6,87.1
Rice,Ambient,121,14.7,54.6
Sugarcane,Dry Storage,25,3.1,62.5
Maize,Ambient,104,19.3,59.2
Grapes,Ambient,26,22.6,69.9
Mango,Ambient,56,2.9,43.1
Mango,Cold Storage,109,21.4,68.5
Cotton,Dry Storage,94,15.4,54.6
Chilli,Dry Storage,44,12.2,81.7
Sugarcane,Cold Storage,51,23.0,57.5
Mango,Cold Storage,165,24.7,72.7
Wheat,Dry Storage,144,7.3,44.9
Banana,Cold Storage,113,15.9,56.5
Pulses,Dry Storage,144,10.6,48.1
Potato,Cold Storage,30,7.8,92.2
Groundnut,Ambient,161,2.2,88.8
Banana,Ambient,30,20.5,77.4
Maize,Dry Storage,94,15.5,90.2
Grapes,Ambient,142,12.6,58.3
Wheat,Cold Storage,9,24.7,78.0
Maize,Ambient,111,2.8,89.0
Potato,Ambient,26,4.3,82.1
Cotton,Cold Storage,107,14.1,76.4
Banana,Ambient,118,2.3,90.0
Apple,Dry Storage,74,6.0,40.1
Banana,Dry Storage,80,18.4,44.8
Potato,Ambient,166,10.7,51.7
Maize,Dry Storage,52,22.1,69.9
Chilli,Cold Storage,156,2.9,48.8
Apple,Cold Storage,179,2.6,93.7
Apple,Ambient,47,19.2,90.5
Cotton,Ambient,36,23.9,58.7
Chilli,Ambient,34,11.4,60.3
Cotton,Ambient,159,15.7,60.1
Maize,Dry Storage,107,15.5,89.3
Grapes,Cold Storage,132,7.4,79.1
Pulses,Dry Storage,82,15.0,82.8
Apple,Dry Storage,20,14.8,89.1
Cotton,Ambient,39,19.5,80.0
Rice,Dry Storage,173,16.6,92.2
Grapes,Dry Storage,135,16.6,47.4
Wheat,Dry Storage,62,18.0,48.9
Onion,Dry Storage,6,19.9,71.8
Grapes,Dry Storage,18,24.8,61.9
Grapes,Ambient,10,9.9,45.8
Banana,Ambient,162,13.5,82.7
Mango,Cold Storage,174,6.1,70.4
Wheat,Ambient,36,15.8,54.6
Sugarcane,Ambient,178,2.8,87.5
Grapes,Ambient,97,13.5,45.8
Banana,Cold Storage,43,6.8,87.3
Mango,Ambient,94,21.7,60.6
Cotton,Ambient,106,24.2,43.5
Groundnut,Ambient,35,13.1,74.6
Groundnut,Ambient,167,3.9,49.5
Onion,Dry Storage,175,6.0,82.1
Banana,Ambient,176,7.9,43.5
Potato,Ambient,131,5.5,40.6
Groundnut,Dry Storage,103,15.9,87.8
Chilli,Ambient,31,14.1,89.1
Chilli,Ambient,67,2.3,89.2
Onion,Ambient,117,6.4,53.5
Onion,Ambient,118,4.1,65.2
Mango,Ambient,115,7.3,70.8
Onion,Ambient,176,13.7,65.4
Apple,Dry Storage,23,12.4,67.7
Maize,Ambient,54,11.5,72.5
Potato,Dry Storage,107,19.9,60.5
Mango,Ambient,133,9.9,92.1
Apple,Ambient,37,2.6,81.1
Tomato,Cold Storage,11,7.5,69.9
Maize,Dry Storage,102,23.6,92.3
Rice,Dry Storage,136,4.1,94.8
Rice,Ambient,147,8.5,66.2
Apple,Ambient,54,22.5,94.4
Maize,Ambient,100,2.0,88.6
Banana,Ambient,46,4.1,49.3
Sugarcane,Cold Storage,179,4.6,60.1
Tomato,Dry Storage,102,8.6,85.6
Rice,Cold Storage,74,12.2,65.7
Rice,Cold Storage,15,4.6,54.3
Pulses,Ambient,85,13.2,57.9
Wheat,Cold Storage,69,23.8,47.3
Pulses,Dry Storage,45,8.7,70.6
Grapes,Ambient,84,11.7,88.1
Tomato,Ambient,42,5.5,67.6
Tomato,Dry Storage,36,22.7,91.0
Banana,Ambient,44,2.3,74.1
Cotton,Dry Storage,54,11.6,41.2
Pulses,Cold Storage,99,22.0,89.5
Sugarcane,Cold Storage,32,8.6,43.8
Chilli,Ambient,171,21.1,54.4
Groundnut,Dry Storage,42,24.9,78.0
Cotton,Ambient,131,5.2,85.8
Cotton,Dry Storage,103,6.9,87.6
Apple,Cold Storage,160,9.8,84.6
Banana,Ambient,25,23.5,86.0
Banana,Ambient,30,4.4,62.8
Cotton,Ambient,20,4.9,41.8
Rice,Cold Storage,8,17.5,61.7
Chilli,Dry Storage,112,17.7,56.5
Sugarcane,Dry Storage,17,18.3,41.6
Chilli,Cold Storage,89,14.4,73.6
Chilli,Ambient,30,22.3,84.7
Sugarcane,Ambient,65,18.7,56.0
Onion,Ambient,30,8.7,56.5
Banana,Ambient,173,6.6,59.6
Potato,Cold Storage,25,23.0,45.5
Maize,Cold Storage,90,24.4,64.9
Potato,Cold Storage,115,9.3,40.1
Wheat,Cold Storage,38,10.1,81.6
Potato,Ambient,53,21.0,70.3
Grapes,Ambient,106,19.7,47.7
Sugarcane,Cold Storage,163,5.3,46.3
Sugarcane,Ambient,62,24.9,51.4
Maize,Dry Storage,29,11.1,50.8
Onion,Cold Storage,17,9.6,78.6
Rice,Dry Storage,169,3.8,58.3
Cotton,Ambient,70,15.9,80.2
Banana,Dry Storage,130,20.8,55.9
Tomato,Ambient,66,25.0,55.6
Potato,Ambient,149,21.4,72.3
Groundnut,Dry Storage,89,18.5,81.2
Potato,Cold Storage,147,20.2,60.1
Rice,Dry Storage,145,8.9,94.6
Potato,Ambient,29,6.8,76.8
Mango,Cold Storage,117,8.6,63.4
Tomato,Ambient,24,19.9,83.1
Banana,Cold Storage,167,12.0,52.7
Cotton,Ambient,37,20.7,84.0
Grapes,Dry Storage,12,18.0,63.8
Onion,Cold Storage,102,17.7,81.9
Groundnut,Cold Storage,160,20.8,61.4
Banana,Cold Storage,31,17.8,82.8
Cotton,Dry Storage,149,7.4,75.1
Onion,Cold Storage,150,11.2,56.2
Banana,Cold Storage,122,5.3,81.6
Grapes,Ambient,135,20.8,64.9
Chilli,Cold Storage,164,19.1,44.9
Rice,Dry Storage,153,7.2,68.3
Wheat,Dry Storage,69,4.5,84.8
Groundnut,Dry Storage,23,10.9,52.9
Mango,Dry Storage,18,7.3,68.5
Cotton,Dry Storage,50,2.6,60.7
Maize,Cold Storage,151,17.0,52.8
Wheat,Dry Storage,93,5.5,54.9
Onion,Cold Storage,16,21.6,69.1
Wheat,Ambient,155,8.7,47.6
Tomato,Dry Storage,173,18.2,72.2
Maize,Ambient,134,20.7,83.5
Potato,Cold Storage,139,3.6,79.0
Apple,Ambient,140,23.8,54.8
Banana,Cold Storage,98,13.5,78.9
Wheat,Ambient,139,10.7,57.7
Banana,Dry Storage,48,12.3,88.8
Pulses,Dry Storage,12,2.3,48.3
Cotton,Dry Storage,48,11.3,66.4
Sugarcane,Cold Storage,90,19.4,65.4
Rice,Cold Storage,75,4.6,55.2
Grapes,Cold Storage,6,5.6,56.4
Wheat,Cold Storage,82,23.7,43.2
Onion,Ambient,105,16.5,82.8
Wheat,Ambient,10,23.2,82.8
Rice,Cold Storage,167,22.4,42.4
Tomato,Cold Storage,135,18.8,76.2
Maize,Dry Storage,164,16.4,53.6
Pulses,Ambient,89,4.6,46.4
Sugarcane,Ambient,145,13.8,41.1
Cotton,Dry Storage,99,15.0,79.5
Wheat,Ambient,80,16.9,74.0
Maize,Dry Storage,23,21.9,74.6
Chilli,Dry Storage,76,21.0,65.8
Grapes,Dry Storage,28,3.3,61.2
Chilli,Cold Storage,114,3.0,81.3
Onion,Ambient,154,13.4,52.1
Potato,Dry Storage,57,4.4,94.2
Maize,Dry Storage,136,13.7,75.8
Groundnut,Dry Storage,20,9.4,73.2
Onion,Dry Storage,38,10.7,88.1
Pulses,Ambient,102,17.1,88.7
Rice,Cold Storage,28,17.8,64.3
Apple,Dry Storage,139,23.8,87.9
Onion,Dry Storage,147,17.5,70.0
Sugarcane,Dry Storage,75,15.6,91.1
Potato,Ambient,52,10.7,75.8
Wheat,Ambient,143,19.4,88.1
Cotton,Ambient,11,11.2,57.3
Wheat,Cold Storage,116,19.6,41.9
Potato,Cold Storage,121,13.5,63.9
Apple,Cold Storage,21,13.6,85.3
Chilli,Ambient,176,21.7,43.4
Mango,Dry Storage,62,11.0,90.9
Mango,Cold Storage,11,10.8,52.4
Onion,Dry Storage,178,21.7,57.7
Wheat,Dry Storage,80,11.3,73.0
Grapes,Dry Storage,62,16.2,43.0
Potato,Dry Storage,97,22.6,73.1
Cotton,Dry Storage,121,20.5,60.8
Banana,Cold Storage,124,23.6,45.3
Apple,Ambient,126,5.7,47.4
Apple,Dry Storage,116,8.5,65.1
Cotton,Ambient,81,22.8,48.8
Potato,Dry Storage,121,6.6,67.2
Apple,Ambient,81,14.5,56.7
Mango,Ambient,99,16.8,88.7
Maize,Cold Storage,73,14.8,86.6
Chilli,Cold Storage,119,23.0,40.6
Apple,Dry Storage,17,20.3,42.3
Tomato,Ambient,168,21.5,73.3
Tomato,Cold Storage,31,7.7,85.3
Potato,Dry Storage,91,20.5,92.0
Banana,Ambient,168,18.8,53.3
Chilli,Ambient,15,8.4,79.4
Chilli,Cold Storage,65,13.8,69.1
Banana,Cold Storage,43,5.6,52.3
Chilli,Dry Storage,125,18.8,64.5
Wheat,Dry Storage,50,21.1,68.5
Sugarcane,Dry Storage,139,10.6,85.5
Sugarcane,Dry Storage,24,2.3,93.4
Grapes,Ambient,82,12.9,90.5
Mango,Dry Storage,119,22.2,79.6
Rice,Dry Storage,65,12.6,41.4
Cotton,Ambient,31,6.7,89.4
Mango,Dry Storage,118,13.9,81.7
Pulses,Ambient,141,4.8,73.7
Chilli,Cold Storage,115,12.3,92.4
Onion,Dry Storage,117,13.8,49.7
Maize,Dry Storage,157,2.8,89.6
Cotton,Dry Storage,167,4.7,81.4
Cotton,Cold Storage,179,11.6,73.7
Apple,Dry Storage,66,9.6,73.8
Chilli,Dry Storage,101,17.6,77.9
Pulses,Dry Storage,127,24.9,53.8
Apple,Dry Storage,8,24.2,40.6
Sugarcane,Dry Storage,65,14.7,67.1
Wheat,Cold Storage,163,16.7,73.5
Maize,Ambient,176,20.9,57.6
Maize,Dry Storage,141,13.9,43.4
Groundnut,Ambient,13,9.5,81.4
Grapes,Dry Storage,141,7.9,72.3
Banana,Cold Storage,66,19.0,66.7
Chilli,Ambient,61,23.1,63.5
Wheat,Dry Storage,94,3.4,66.0
Apple,Ambient,56,7.7,86.3
Tomato,Dry Storage,34,11.7,48.7
Pulses,Ambient,31,24.5,55.1
Onion,Cold Storage,87,2.8,82.1
Potato,Cold Storage,28,8.3,76.0
Maize,Cold Storage,28,21.4,67.0
Pulses,Dry Storage,155,6.3,50.0
Sugarcane,Cold Storage,166,12.8,59.3
Wheat,Cold Storage,34,13.4,45.1
Groundnut,Cold Storage,154,4.8,73.4
Apple,Dry Storage,60,16.0,88.4
Mango,Dry Storage,59,24.8,49.7
Rice,Cold Storage,21,14.3,48.1
Tomato,Ambient,69,11.6,54.9
Rice,Cold Storage,166,12.3,41.7
Sugarcane,Ambient,41,17.7,49.4
Grapes,Cold Storage,108,9.3,58.5
Rice,Ambient,11,15.5,61.3
Tomato,Dry Storage,129,15.8,67.2
Rice,Cold Storage,44,12.5,77.2
Sugarcane,Cold Storage,124,14.3,47.4
Tomato,Dry Storage,68,22.4,42.1
Grapes,Cold Storage,26,14.0,76.0
Apple,Ambient,61,23.3,41.8
Rice,Ambient,115,3.0,67.0
Sugarcane,Ambient,152,5.3,70.3
Maize,Ambient,17,6.5,65.3
Grapes,Dry Storage,26,7.8,86.4
Banana,Dry Storage,160,21.2,57.0
Chilli,Dry Storage,82,5.6,85.2
Grapes,Cold Storage,127,11.1,83.1
Onion,Dry Storage,77,10.8,47.6
Potato,Cold Storage,12,11.0,83.7
Groundnut,Cold Storage,31,22.5,45.5
Banana,Cold Storage,113,22.2,68.9
Grapes,Cold Storage,68,11.2,55.8
Banana,Dry Storage,108,18.4,85.9
Maize,Dry Storage,23,21.2,79.9
Mango,Ambient,83,9.3,82.3
Cotton,Cold Storage,104,2.4,86.0
Onion,Cold Storage,108,10.1,83.4
Mango,Cold Storage,157,9.6,44.8
Grapes,Cold Storage,100,21.9,51.9
Groundnut,Ambient,94,14.0,41.8
Groundnut,Dry Storage,146,9.1,57.0
Rice,Cold Storage,74,21.6,71.6
Wheat,Ambient,147,3.9,43.2
Onion,Cold Storage,161,5.9,70.4
Groundnut,Cold Storage,52,3.8,57.1
Sugarcane,Dry Storage,169,20.3,92.0
Maize,Cold Storage,60,9.2,77.4
Wheat,Ambient,136,4.2,73.7
Maize,Cold Storage,106,7.6,52.1
Grapes,Ambient,20,12.0,64.3
Maize,Ambient,119,11.9,58.6
Tomato,Ambient,26,12.8,73.5
Rice,Ambient,19,3.3,86.1
Potato,Dry Storage,138,8.7,80.1
Sugarcane,Ambient,72,10.3,49.2
Apple,Ambient,164,16.2,88.5
Pulses,Cold Storage,72,14.8,67.7
Onion,Dry Storage,136,23.9,61.3
Groundnut,Ambient,27,22.3,81.2
Onion,Cold Storage,62,20.6,47.1
Cotton,Dry Storage,31,16.0,84.8
Pulses,Dry Storage,87,12.3,63.7
Grapes,Cold Storage,99,10.3,63.3
Potato,Ambient,30,11.1,41.5
Chilli,Ambient,122,16.2,88.6
Rice,Ambient,81,7.6,55.4
Maize,Cold Storage,90,7.8,50.9
Wheat,Dry Storage,90,22.9,58.6
Apple,Dry Storage,32,12.0,81.1
Apple,Dry Storage,143,15.4,42.8
Grapes,Ambient,45,16.1,54.1
Banana,Ambient,108,11.3,90.3
Chilli,Cold Storage,148,12.6,90.2
Tomato,Ambient,70,3.2,45.4
Chilli,Cold Storage,61,12.9,57.1
Pulses,Cold Storage,140,13.6,71.6
Wheat,Ambient,72,24.9,48.1
Grapes,Ambient,65,21.3,59.0
Tomato,Ambient,68,15.7,54.8
Sugarcane,Ambient,162,15.9,57.1
Cotton,Cold Storage,14,24.3,80.4
Onion,Cold Storage,33,4.0,89.3
Rice,Dry Storage,12,11.9,79.4
Potato,Dry Storage,70,24.1,81.9
Potato,Cold Storage,115,23.8,64.2
Tomato,Dry Storage,52,20.8,49.5
Onion,Ambient,175,11.5,79.5
Chilli,Ambient,143,10.7,53.6
Wheat,Dry Storage,150,19.7,91.8
Tomato,Cold Storage,154,3.3,87.9
Maize,Dry Storage,121,20.4,76.1
Banana,Cold Storage,154,17.5,79.0
Sugarcane,Cold Storage,87,18.5,42.6
Potato,Ambient,14,16.4,73.4
Banana,Ambient,155,4.2,65.9
Apple,Dry Storage,176,18.0,71.2
Banana,Dry Storage,150,4.0,71.6
Wheat,Ambient,163,8.0,93.4
Sugarcane,Dry Storage,174,12.5,79.1
