Crop,Season,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
pulses,Kharif,152,12.8,78.2
orange,Zaid,81,8.2,89.0
mango,Zaid,13,23.6,86.6
orange,Rabi,75,11.7,81.2
banana,Zaid,7,10.0,83.6
maize,Rabi,227,22.9,56.1
cauliflower,Kharif,17,21.9,71.4
cotton,Rabi,586,15.9,82.5
potato,Kharif,92,8.1,56.9
mango,Zaid,20,15.2,58.4
sugarcane,Kharif,3,17.2,83.9
rice,Zaid,134,8.3,55.5
cotton,Zaid,309,12.7,85.7
brinjal,Kharif,16,14.5,77.5
orange,Zaid,48,11.7,63.3
grapes,Rabi,13,14.1,80.0
potato,Kharif,57,13.7,85.0
groundnut,Kharif,195,14.3,55.1
pulses,Kharif,239,24.7,80.9
potato,Rabi,114,16.9,64.3
grapes,Kharif,10,13.5,57.7
pulses,Rabi,215,9.6,69.2
brinjal,Kharif,6,9.9,66.2
cabbage,Rabi,30,12.8,78.2
cotton,Kharif,259,23.1,76.1
tomato,Zaid,9,12.4,59.7
banana,Kharif,7,11.4,74.4
onion,Kharif,92,22.6,57.0
rice,Rabi,182,18.4,64.5
groundnut,Rabi,152,17.6,57.4
wheat,Kharif,283,11.6,86.5
banana,Zaid,7,21.2,87.9
rice,Zaid,135,21.5,58.9
chilli,Rabi,19,19.9,74.5
rice,Zaid,226,23.0,80.5
brinjal,Kharif,11,15.3,79.4
pulses,Rabi,201,23.2,63.2
onion,Rabi,144,13.5,58.6
orange,Rabi,63,9.4,87.7
onion,Zaid,83,19.2,61.0
apple,Rabi,99,24.2,71.0
mango,Zaid,13,8.4,56.0
orange,Zaid,38,15.1,63.9
rice,Zaid,204,11.0,80.5
rice,Zaid,234,14.5,79.8
chilli,Zaid,35,24.0,57.8
cabbage,Kharif,19,24.3,66.5
banana,Rabi,7,10.1,74.1
wheat,Zaid,213,23.9,57.1
cauliflower,Zaid,12,20.1,80.7
cabbage,Zaid,25,13.4,66.1
mango,Zaid,23,8.6,84.9
potato,Kharif,92,21.4,76.0
orange,Zaid,33,16.6,87.2
cotton,Kharif,291,20.7,64.2
potato,Rabi,106,19.5,59.7
banana,Kharif,7,15.0,73.4
apple,Kharif,110,20.7,62.3
tomato,Kharif,4,11.3,55.6
soybean,Rabi,106,13.3,64.0
rice,Rabi,272,19.1,67.1
brinjal,Zaid,19,24.8,55.4
chilli,Kharif,27,13.3,74.5
cabbage,Kharif,26,11.5,87.1
cabbage,Rabi,20,8.2,89.8
brinjal,Kharif,10,20.8,79.8
rice,Rabi,157,18.8,62.1
sugarcane,Zaid,6,10.5,80.5
tomato,Rabi,12,13.8,67.4
potato,Zaid,91,14.7,75.6
potato,Kharif,106,18.3,55.9
chilli,Rabi,24,22.9,86.9
brinjal,Rabi,20,16.6,55.6
maize,Kharif,112,19.4,71.1
onion,Kharif,87,16.6,61.5
cauliflower,Kharif,20,13.8,76.1
banana,Kharif,7,11.5,83.4
brinjal,Rabi,6,17.9,62.6
orange,Zaid,62,16.8,84.7
pulses,Zaid,277,24.6,68.0
banana,Rabi,7,17.1,55.2
soybean,Zaid,108,20.4,62.6
tomato,Rabi,9,18.6,79.4
grapes,Rabi,16,22.8,70.2
pulses,Kharif,216,11.7,83.5
potato,Rabi,115,12.4,65.9
soybean,Rabi,175,11.5,84.4
orange,Zaid,68,15.2,58.2
cotton,Rabi,308,9.5,64.3
apple,Kharif,83,8.9,56.7
pulses,Rabi,312,18.3,86.8
banana,Kharif,7,13.2,78.2
pulses,Rabi,239,24.0,74.4
cauliflower,Kharif,21,8.9,78.3
orange,Zaid,59,17.7,84.7
onion,Rabi,129,11.7,77.0
chilli,Rabi,32,23.4,79.7
orange,Kharif,28,10.6,84.0
cotton,Rabi,551,9.4,74.7
brinjal,Rabi,6,19.6,74.4
sugarcane,Rabi,7,12.9,57.6
cabbage,Kharif,24,15.3,73.4
orange,Kharif,55,22.2,88.0
mango,Zaid,20,21.9,80.7
brinjal,Rabi,17,14.7,66.8
chilli,Kharif,21,9.0,57.1
cauliflower,Kharif,20,11.9,68.9
tomato,Rabi,7,19.0,77.6
mango,Zaid,18,12.6,88.9
groundnut,Kharif,140,17.7,80.4
onion,Rabi,155,19.3,82.6
cabbage,Rabi,25,20.2,58.4
brinjal,Kharif,5,12.5,64.2
grapes,Rabi,17,14.8,78.0
apple,Rabi,101,9.1,75.1
rice,Kharif,207,24.3,69.9
chilli,Zaid,18,20.5,69.6
chilli,Zaid,31,19.7,69.6
brinjal,Kharif,13,9.2,71.4
soybean,Rabi,125,23.0,63.4
pulses,Zaid,297,12.9,74.7
pulses,Rabi,227,15.7,80.3
maize,Rabi,159,11.3,55.5
apple,Zaid,153,15.2,65.4
soybean,Kharif,112,13.3,71.4
grapes,Kharif,11,9.8,81.5
banana,Kharif,7,21.8,80.3
sugarcane,Kharif,3,10.7,57.3
onion,Kharif,111,22.4,67.3
pulses,Zaid,310,20.7,77.3
soybean,Kharif,88,13.1,65.9
groundnut,Kharif,103,8.1,65.1
soybean,Rabi,155,21.6,83.6
brinjal,Zaid,13,14.6,67.9
tomato,Zaid,11,22.2,85.5
apple,Rabi,146,15.3,82.0
mango,Zaid,11,24.2,64.6
cotton,Kharif,387,12.0,86.2
soybean,Rabi,179,9.8,86.3
tomato,Kharif,6,10.5,88.6
groundnut,Kharif,113,10.7,77.5
groundnut,Zaid,174,16.1,58.9
onion,Rabi,173,8.6,78.9
soybean,Zaid,86,17.7,70.7
brinjal,Kharif,9,21.3,80.6
pulses,Rabi,171,24.3,86.6
mango,Zaid,12,16.6,82.2
groundnut,Zaid,202,19.5,85.5
tomato,Rabi,11,9.0,76.6
orange,Rabi,39,18.6,67.2
maize,Kharif,116,17.8,59.8
cotton,Rabi,517,9.5,56.0
apple,Kharif,109,8.8,83.7
onion,Kharif,145,13.2,89.5
cauliflower,Zaid,23,17.6,72.4
orange,Kharif,73,17.5,62.6
grapes,Rabi,12,12.0,67.6
rice,Rabi,273,11.7,66.7
chilli,Rabi,22,9.9,60.9
onion,Kharif,155,19.8,70.9
orange,Kharif,56,9.8,55.9
brinjal,Rabi,18,17.0,70.5
maize,Rabi,239,17.6,72.4
cotton,Kharif,326,11.1,65.2
apple,Rabi,63,9.6,78.1
pulses,Kharif,247,14.4,59.1
wheat,Zaid,238,11.4,80.4
cauliflower,Kharif,9,16.6,75.6
potato,Rabi,94,15.9,62.4
soybean,Rabi,154,17.4,71.5
soybean,Kharif,85,23.5,70.2
sugarcane,Kharif,5,18.6,58.6
soybean,Kharif,75,16.2,67.7
brinjal,Zaid,17,19.1,74.2
apple,Kharif,73,22.6,65.1
maize,Zaid,115,16.8,85.2
wheat,Rabi,294,9.4,76.0
tomato,Zaid,5,19.8,76.8
cabbage,Zaid,18,13.1,77.9
maize,Kharif,202,13.6,75.6
cauliflower,Kharif,16,21.6,75.2
rice,Zaid,184,24.6,81.6
mango,Zaid,21,16.1,85.0
soybean,Kharif,79,10.2,89.4
onion,Rabi,94,17.1,55.1
wheat,Kharif,179,14.2,80.5
maize,Zaid,111,23.1,88.3
potato,Zaid,68,23.1,61.0
soybean,Kharif,89,13.1,60.5
apple,Rabi,148,10.3,71.1
tomato,Rabi,10,9.6,61.8
sugarcane,Zaid,5,9.9,64.9
brinjal,Kharif,8,17.5,71.5
grapes,Zaid,10,13.4,77.3
groundnut,Rabi,179,21.1,82.8
apple,Kharif,154,16.6,75.0
orange,Kharif,40,15.8,79.9
cabbage,Rabi,21,19.3,82.3
orange,Kharif,64,10.9,68.5
cauliflower,Kharif,13,8.8,77.0
grapes,Rabi,18,15.5,71.2
cabbage,Zaid,17,12.4,64.7
maize,Zaid,188,20.2,55.2
soybean,Rabi,139,12.0,73.6
wheat,Zaid,304,15.1,74.3
potato,Zaid,113,23.2,72.6
cauliflower,Kharif,21,20.2,66.4
banana,Zaid,7,24.5,89.5
sugarcane,Kharif,5,13.5,89.1
rice,Zaid,250,16.2,88.8
wheat,Kharif,183,19.9,63.7
potato,Zaid,52,9.4,67.7
potato,Rabi,79,9.9,71.3
tomato,Rabi,11,16.4,58.9
grapes,Rabi,17,22.9,73.2
potato,Kharif,51,11.6,67.8
banana,Zaid,7,10.6,55.1
sugarcane,Zaid,5,13.2,76.1
groundnut,Zaid,139,24.2,61.3
apple,Kharif,94,22.8,85.6
sugarcane,Zaid,6,20.0,78.4
cauliflower,Zaid,21,11.9,83.0
wheat,Zaid,176,12.2,72.1
mango,Zaid,20,23.3,55.3
banana,Kharif,7,16.1,65.2
sugarcane,Kharif,5,20.7,88.0
maize,Kharif,192,11.8,64.4
potato,Kharif,82,9.9,81.1
apple,Kharif,92,24.3,59.3
chilli,Kharif,18,15.0,74.4
maize,Kharif,195,11.3,73.1
cabbage,Zaid,16,24.8,64.3
wheat,Rabi,187,11.0,79.0
grapes,Rabi,12,20.8,76.8
brinjal,Rabi,8,11.7,81.2
groundnut,Rabi,113,18.8,59.7
tomato,Kharif,8,23.8,74.8
banana,Rabi,7,22.8,61.5
maize,Kharif,117,20.2,62.6
sugarcane,Zaid,6,10.3,88.0
potato,Kharif,102,21.1,82.1
cauliflower,Kharif,10,16.9,82.0
pulses,Rabi,360,21.8,77.6
groundnut,Rabi,184,19.4,59.8
brinjal,Kharif,8,15.8,81.9
brinjal,Rabi,9,18.5,85.5
wheat,Rabi,300,24.6,63.3
mango,Zaid,8,23.5,78.5
onion,Rabi,110,24.2,81.6
cauliflower,Kharif,19,12.1,61.0
maize,Rabi,220,14.4,71.0
mango,Zaid,9,24.7,58.9
chilli,Kharif,17,19.1,59.6
chilli,Zaid,26,8.4,79.8
groundnut,Kharif,200,19.9,74.0
potato,Zaid,74,17.1,72.2
rice,Kharif,249,8.4,57.1
groundnut,Zaid,196,23.4,73.7
cauliflower,Kharif,13,12.0,84.5
mango,Zaid,21,17.5,71.2
tomato,Kharif,7,19.2,67.9
mango,Zaid,21,23.7,85.2
rice,Kharif,255,9.3,70.0
pulses,Rabi,231,10.1,89.9
tomato,Zaid,9,10.6,64.7
onion,Rabi,174,13.6,74.3
potato,Rabi,63,12.2,56.4
apple,Kharif,132,9.3,58.1
rice,Kharif,141,10.3,84.2
potato,Zaid,67,10.8,80.8
grapes,Kharif,10,12.7,73.4
wheat,Zaid,298,8.5,69.8
potato,Kharif,108,19.8,59.5
cauliflower,Rabi,15,18.7,70.4
apple,Kharif,101,22.9,88.7
tomato,Rabi,11,17.9,82.3
groundnut,Zaid,210,23.1,65.5
cotton,Zaid,376,11.5,83.6
orange,Kharif,42,19.0,64.7
apple,Kharif,53,15.3,82.5
groundnut,Rabi,180,18.4,73.2
pulses,Rabi,248,22.2,77.9
pulses,Rabi,296,19.0,77.2
chilli,Kharif,25,23.9,73.1
chilli,Rabi,36,10.9,78.8
wheat,Zaid,190,9.1,61.0
chilli,Kharif,27,10.0,62.9
cauliflower,Kharif,15,19.2,81.8
cauliflower,Zaid,19,23.2,59.7
sugarcane,Zaid,3,10.7,73.6
potato,Kharif,70,16.3,69.5
onion,Kharif,105,20.3,70.0
potato,Rabi,80,9.1,86.2
potato,Rabi,117,17.3,69.3
orange,Kharif,52,14.6,85.1
maize,Kharif,175,9.2,59.4
sugarcane,Zaid,4,9.7,86.9
onion,Kharif,145,13.5,72.1
grapes,Rabi,17,23.4,85.6
cotton,Zaid,413,14.0,78.1
tomato,Rabi,9,24.8,77.6
potato,Zaid,76,16.1,88.6
grapes,Kharif,6,13.4,89.1
mango,Zaid,23,24.9,79.9
cabbage,Kharif,17,13.8,65.9
tomato,Rabi,8,17.8,74.3
sugarcane,Zaid,3,16.8,62.1
maize,Zaid,153,11.4,87.4
cauliflower,Kharif,9,19.9,67.0
chilli,Rabi,26,14.2,83.5
tomato,Rabi,5,20.7,80.6
tomato,Zaid,8,10.6,64.3
onion,Zaid,105,23.3,68.5
grapes,Rabi,15,18.7,57.0
pulses,Kharif,178,15.1,58.1
groundnut,Zaid,176,12.6,65.1
groundnut,Zaid,185,17.9,65.1
potato,Rabi,68,21.9,62.0
groundnut,Kharif,116,9.2,81.7
maize,Kharif,192,21.6,79.0
sugarcane,Zaid,4,23.3,72.4
orange,Zaid,79,20.6,56.4
onion,Kharif,87,15.6,79.1
banana,Zaid,7,19.6,62.0
cauliflower,Zaid,14,22.0,57.4
banana,Zaid,7,20.5,78.1
chilli,Kharif,26,17.5,84.4
groundnut,Kharif,191,17.6,69.9
banana,Rabi,7,17.8,55.3
pulses,Rabi,181,17.3,73.4
mango,Zaid,23,20.8,81.2
cabbage,Zaid,15,11.4,55.1
soybean,Rabi,104,19.5,86.1
maize,Rabi,117,24.2,76.8
mango,Zaid,19,17.2,87.0
soybean,Kharif,129,18.4,86.5
groundnut,Rabi,232,24.5,64.0
cabbage,Rabi,15,12.0,70.2
mango,Zaid,15,15.4,85.5
chilli,Kharif,36,17.3,65.3
maize,Zaid,155,11.6,75.3
maize,Kharif,134,18.1,84.9
rice,Zaid,140,13.9,75.1
cauliflower,Kharif,21,8.6,83.6
orange,Kharif,47,20.9,79.2
mango,Zaid,15,20.5,77.7
mango,Zaid,11,19.1,76.9
rice,Zaid,196,10.7,65.7
wheat,Zaid,210,19.4,64.2
cabbage,Zaid,14,24.6,56.4
grapes,Kharif,8,9.8,86.1
wheat,Rabi,227,10.3,66.5
brinjal,Kharif,6,10.2,63.6
wheat,Zaid,250,10.8,83.1
pulses,Rabi,171,16.9,86.5
cotton,Kharif,342,13.2,70.0
banana,Zaid,7,18.1,72.9
brinjal,Kharif,10,23.1,65.8
apple,Kharif,72,14.7,80.3
mango,Zaid,22,15.4,84.6
brinjal,Rabi,8,9.5,65.6
cotton,Kharif,445,9.7,67.3
cotton,Rabi,380,8.1,80.1
chilli,Rabi,35,21.6,69.6
apple,Rabi,129,19.8,64.1
cotton,Zaid,396,20.6,63.2
rice,Rabi,212,21.2,83.4
brinjal,Rabi,10,18.1,76.0
soybean,Zaid,112,14.6,71.0
banana,Zaid,7,12.3,70.2
pulses,Rabi,271,15.0,84.4
groundnut,Rabi,189,23.6,73.1
pulses,Kharif,170,14.8,64.2
mango,Zaid,8,21.8,83.6
orange,Zaid,63,9.1,87.9
brinjal,Kharif,9,21.5,63.1
apple,Rabi,109,9.2,75.6
banana,Rabi,7,9.3,67.2
maize,Zaid,153,15.7,87.4
orange,Kharif,59,15.8,65.7
brinjal,Zaid,10,10.4,81.4
soybean,Rabi,108,24.5,78.1
brinjal,Rabi,13,15.1,89.0
potato,Rabi,70,16.5,68.8
cabbage,Zaid,13,10.2,80.4
orange,Rabi,47,20.5,87.5
mango,Zaid,10,9.1,84.7
brinjal,Zaid,18,23.9,89.7
tomato,Zaid,9,10.6,82.7
brinjal,Rabi,13,20.5,73.9
potato,Zaid,76,22.1,72.7
cauliflower,Kharif,12,18.8,81.2
cauliflower,Rabi,9,10.6,83.5
pulses,Rabi,230,16.1,81.3
groundnut,Kharif,207,17.0,67.0
cauliflower,Zaid,17,24.4,85.2
wheat,Zaid,220,17.5,60.9
cotton,Zaid,500,13.8,72.9
apple,Zaid,101,19.4,81.8
rice,Kharif,163,19.1,79.0
cabbage,Zaid,16,19.3,66.4
rice,Rabi,282,24.5,60.8
chilli,Zaid,38,13.7,65.2
banana,Kharif,7,11.6,76.0
grapes,Zaid,11,9.2,74.2
tomato,Zaid,4,8.6,77.9
cotton,Kharif,349,23.7,62.6
groundnut,Zaid,146,12.7,86.0
rice,Kharif,253,16.0,72.0
apple,Zaid,159,11.4,66.6
sugarcane,Rabi,4,23.7,70.0
apple,Kharif,100,10.3,81.3
pulses,Zaid,230,22.6,65.3
rice,Kharif,222,10.1,77.4
banana,Kharif,7,16.6,76.1
banana,Rabi,7,13.3,63.9
mango,Zaid,22,9.7,70.5
apple,Kharif,152,9.4,56.3
groundnut,Kharif,126,15.0,69.9
orange,Rabi,71,23.8,85.9
maize,Zaid,146,18.0,57.6
soybean,Rabi,86,24.0,83.9
soybean,Rabi,172,13.9,56.0
grapes,Zaid,10,12.0,70.8
wheat,Zaid,167,20.7,76.0
maize,Kharif,105,9.4,81.7
grapes,Kharif,18,13.9,79.1
rice,Kharif,230,19.7,88.5
pulses,Zaid,330,9.6,86.7
cotton,Zaid,518,11.5,76.8
potato,Zaid,51,18.5,65.2
groundnut,Rabi,151,17.1,88.8
pulses,Zaid,281,11.7,79.8
banana,Kharif,7,14.1,58.2
cotton,Rabi,590,15.8,58.7
groundnut,Rabi,123,20.8,66.9
chilli,Rabi,36,18.3,67.8
orange,Kharif,49,15.4,58.0
maize,Kharif,168,11.2,77.1
chilli,Kharif,31,17.9,78.1
mango,Zaid,20,23.1,83.8
soybean,Kharif,108,24.1,84.3
cabbage,Kharif,18,13.4,76.5
grapes,Zaid,15,13.5,59.6
grapes,Zaid,14,8.3,71.6
chilli,Zaid,20,24.9,68.8
grapes,Zaid,8,10.8,88.3
potato,Zaid,62,9.3,66.0
grapes,Kharif,7,21.5,80.3
pulses,Kharif,295,20.6,84.0
maize,Kharif,153,14.4,59.1
potato,Rabi,72,18.8,75.2
cauliflower,Kharif,9,16.5,67.1
mango,Zaid,14,17.0,59.7
pulses,Kharif,312,8.4,86.8
soybean,Rabi,144,13.4,56.3
onion,Kharif,95,20.6,64.3
maize,Rabi,147,18.7,72.6
sugarcane,Rabi,6,11.9,60.2
tomato,Zaid,5,23.1,67.1
rice,Zaid,141,9.0,88.7
cotton,Kharif,306,23.5,55.6
mango,Zaid,18,22.4,82.1
tomato,Zaid,6,9.2,59.2
rice,Zaid,227,11.1,71.1
banana,Kharif,7,12.2,58.0
pulses,Zaid,183,16.5,57.3
brinjal,Kharif,10,8.4,83.5
pulses,Zaid,249,9.3,55.6
onion,Kharif,154,21.2,83.3
grapes,Kharif,12,15.8,76.1
orange,Kharif,60,12.0,73.2
mango,Zaid,23,22.2,63.6
orange,Kharif,43,11.8,57.2
potato,Kharif,78,23.8,86.7
apple,Zaid,80,18.7,69.0
chilli,Zaid,18,23.2,70.5
apple,Rabi,155,11.5,71.6
maize,Rabi,182,13.3,56.2
grapes,Zaid,5,19.5,87.0
cabbage,Zaid,13,20.6,81.6
tomato,Rabi,10,23.1,76.9
rice,Zaid,134,11.6,60.4
orange,Rabi,35,20.2,69.6
rice,Kharif,270,21.3,66.8
apple,Zaid,67,15.0,87.9
cauliflower,Rabi,17,12.9,75.6
groundnut,Rabi,189,12.3,81.0
pulses,Zaid,334,23.0,66.5
groundnut,Rabi,224,9.3,59.0
tomato,Zaid,11,22.7,84.1
grapes,Kharif,11,10.0,72.3
chilli,Kharif,30,21.9,56.0
mango,Zaid,14,23.1,59.3
potato,Rabi,91,24.5,71.2
banana,Rabi,7,16.6,64.4
tomato,Kharif,7,16.5,63.9
brinjal,Rabi,14,23.2,72.4
cauliflower,Kharif,22,20.0,65.5
maize,Zaid,196,14.0,64.0
onion,Rabi,125,21.9,60.1
potato,Kharif,87,8.4,57.2
tomato,Kharif,8,23.4,69.1
grapes,Rabi,8,10.8,65.5
orange,Zaid,43,23.6,87.2
apple,Zaid,132,22.7,81.0
mango,Zaid,12,12.7,61.7
orange,Kharif,62,23.6,69.2
chilli,Kharif,27,9.0,76.7
rice,Rabi,273,18.0,70.3
cauliflower,Kharif,22,17.5,68.5
groundnut,Rabi,190,10.4,64.5
pulses,Kharif,295,15.0,74.0
brinjal,Kharif,10,16.1,72.0
pulses,Rabi,181,9.2,60.1
mango,Zaid,14,24.8,60.6
cauliflower,Zaid,20,14.8,84.0
brinjal,Kharif,13,11.7,56.5
tomato,Zaid,11,18.7,63.3
grapes,Zaid,15,14.8,65.5
pulses,Kharif,201,22.1,84.4
onion,Zaid,146,24.1,69.9
maize,Kharif,149,17.6,58.0
rice,Rabi,271,15.7,83.5
cauliflower,Rabi,12,23.9,56.2
cabbage,Kharif,23,22.2,60.5
pulses,Zaid,178,15.2,84.0
onion,Zaid,164,13.3,63.5
apple,Zaid,126,9.9,65.5
rice,Kharif,140,18.2,58.0
cotton,Rabi,414,12.0,87.1
cabbage,Kharif,22,16.8,60.3
pulses,Zaid,156,17.3,68.6
cabbage,Rabi,21,19.1,65.3
tomato,Zaid,11,14.0,74.7
potato,Zaid,113,16.6,72.2
sugarcane,Zaid,6,14.9,63.6
apple,Rabi,147,12.2,69.6
grapes,Kharif,9,15.7,66.5
rice,Kharif,154,11.9,65.1
mango,Zaid,18,17.3,79.2
groundnut,Zaid,187,18.5,81.4
chilli,Kharif,20,11.4,68.6
mango,Zaid,11,24.1,87.2
onion,Rabi,128,15.5,66.1
wheat,Rabi,269,21.0,72.7
onion,Kharif,146,12.1,67.5
groundnut,Zaid,214,18.1,58.4
maize,Kharif,131,23.4,63.6
brinjal,Rabi,19,13.9,78.7
sugarcane,Zaid,5,18.5,81.6
potato,Rabi,105,15.5,63.1
rice,Rabi,204,18.2,60.6
cotton,Kharif,335,12.5,80.0
brinjal,Zaid,17,20.8,83.4
mango,Zaid,10,16.8,79.2
soybean,Kharif,84,13.0,75.6
wheat,Kharif,216,21.2,76.7
mango,Zaid,8,9.8,82.3
sugarcane,Kharif,4,23.5,69.9
grapes,Kharif,11,18.4,71.3
brinjal,Kharif,5,22.9,84.3
tomato,Kharif,5,21.3,55.4
brinjal,Kharif,7,24.3,75.5
mango,Zaid,14,20.7,61.0
mango,Zaid,13,19.3,65.4
rice,Rabi,184,9.8,88.2
orange,Kharif,29,18.5,78.1
wheat,Zaid,267,19.5,87.0
banana,Zaid,7,15.2,60.3
mango,Zaid,15,24.7,87.0
rice,Rabi,179,16.9,72.1
grapes,Kharif,11,17.4,67.1
rice,Rabi,163,15.3,86.9
cotton,Rabi,453,18.8,69.5
potato,Rabi,66,8.3,70.9
cotton,Rabi,514,24.0,76.7
potato,Zaid,76,10.9,82.3
tomato,Kharif,9,9.7,55.0
orange,Kharif,40,10.6,78.9
wheat,Kharif,295,11.5,83.8
pulses,Rabi,203,21.9,68.8
tomato,Kharif,9,23.1,68.2
tomato,Rabi,8,20.6,88.9
orange,Kharif,55,20.9,76.0
cotton,Rabi,361,12.4,77.7
rice,Rabi,142,11.5,62.8
wheat,Kharif,159,20.9,74.3
maize,Zaid,204,9.8,77.3
cauliflower,Zaid,23,20.5,73.4
onion,Rabi,154,10.5,88.2
soybean,Kharif,158,10.0,57.4
banana,Kharif,7,17.4,58.3
cauliflower,Kharif,14,8.6,62.8
apple,Rabi,87,12.4,78.4
rice,Rabi,205,9.4,86.7
banana,Zaid,7,9.2,87.1
soybean,Rabi,115,16.7,80.3
cauliflower,Kharif,8,13.7,76.9
soybean,Zaid,149,14.3,78.7
cotton,Zaid,256,20.5,74.4
rice,Zaid,281,13.9,75.4
sugarcane,Zaid,3,17.0,73.7
rice,Rabi,155,10.7,67.4
chilli,Rabi,35,8.3,87.7
rice,Rabi,290,17.5,79.2
potato,Rabi,103,15.0,60.2
banana,Zaid,7,13.2,68.3
groundnut,Zaid,119,17.8,78.2
cauliflower,Zaid,18,12.2,62.4
grapes,Kharif,7,24.7,60.5
mango,Zaid,23,21.3,82.0
sugarcane,Zaid,5,20.2,88.6
chilli,Kharif,24,20.0,89.4
banana,Kharif,7,21.0,71.9
sugarcane,Zaid,4,20.4,82.3
groundnut,Rabi,131,8.9,76.8
maize,Kharif,147,24.3,73.2
wheat,Rabi,303,23.8,60.0
potato,Zaid,71,24.2,71.6
chilli,Rabi,29,24.9,70.3
groundnut,Zaid,142,19.5,68.2
banana,Kharif,7,19.3,84.0
wheat,Rabi,307,10.8,79.8
brinjal,Zaid,16,17.1,68.1
grapes,Kharif,15,22.1,57.4
apple,Zaid,160,9.1,68.3
cotton,Zaid,490,21.7,70.1
cotton,Kharif,317,22.5,70.2
orange,Kharif,49,23.5,59.7
mango,Zaid,25,9.0,59.6
maize,Zaid,143,17.4,66.5
cabbage,Rabi,28,16.6,82.0
rice,Kharif,168,19.6,71.1
sugarcane,Kharif,6,24.9,74.1
banana,Zaid,7,12.2,64.7
maize,Zaid,160,9.9,59.3
cabbage,Kharif,20,11.0,65.9
groundnut,Rabi,130,11.6,58.9
grapes,Zaid,11,23.6,82.2
chilli,Zaid,34,21.1,56.6
sugarcane,Kharif,2,24.9,69.2
sugarcane,Kharif,2,10.7,85.0
sugarcane,Zaid,2,11.1,89.2
cotton,Rabi,480,14.5,84.7
rice,Rabi,206,16.1,85.4
maize,Kharif,201,13.2,68.7
groundnut,Kharif,137,23.0,55.6
groundnut,Zaid,117,10.8,82.4
pulses,Rabi,282,23.7,56.0
grapes,Zaid,6,18.6,69.0
soybean,Kharif,153,11.1,66.5
rice,Zaid,206,10.3,58.5
cauliflower,Rabi,15,18.3,64.7
wheat,Kharif,165,24.9,75.1
maize,Rabi,125,24.6,82.3
wheat,Kharif,177,14.5,72.9
wheat,Rabi,210,21.6,55.6
cotton,Kharif,322,10.6,81.4
chilli,Kharif,27,10.1,71.6
groundnut,Rabi,156,24.4,63.8
banana,Zaid,7,21.5,69.2
groundnut,Rabi,205,14.4,57.1
potato,Kharif,89,11.2,64.9
cabbage,Zaid,25,13.2,76.9
brinjal,Rabi,17,19.9,67.0
groundnut,Kharif,205,23.2,65.5
tomato,Kharif,5,9.4,56.4
wheat,Rabi,315,15.3,86.3
rice,Zaid,144,18.4,77.9
soybean,Kharif,119,10.7,58.6
tomato,Zaid,9,16.4,57.3
brinjal,Rabi,8,10.1,58.1
grapes,Rabi,15,8.6,61.6
banana,Zaid,7,25.0,62.1
cauliflower,Kharif,8,23.8,84.1
chilli,Rabi,21,10.2,86.6
groundnut,Kharif,168,20.4,68.3
sugarcane,Zaid,6,24.4,71.4
groundnut,Rabi,151,14.2,75.7
cotton,Kharif,278,14.2,89.2
maize,Zaid,121,10.4,83.5
mango,Zaid,12,22.1,59.7
pulses,Zaid,188,16.0,78.8
potato,Kharif,68,13.0,66.9
maize,Kharif,134,18.0,60.2
cabbage,Zaid,12,15.8,72.7
sugarcane,Rabi,4,14.2,85.0
cabbage,Rabi,19,19.1,68.2
mango,Zaid,13,23.5,85.2
grapes,Zaid,6,15.0,66.6
potato,Kharif,102,18.5,76.8
potato,Kharif,55,16.3,78.4
cotton,Kharif,480,19.6,63.4
cotton,Kharif,261,21.0,78.6
mango,Zaid,16,12.9,83.9
grapes,Rabi,8,18.9,69.7
onion,Rabi,123,11.2,64.6
brinjal,Zaid,10,18.8,81.6
chilli,Kharif,18,22.6,71.9
maize,Rabi,189,24.7,60.1
groundnut,Rabi,191,24.1,86.4
potato,Kharif,74,15.0,62.8
maize,Zaid,216,24.4,83.9
wheat,Zaid,300,14.6,67.7
chilli,Kharif,32,9.7,75.7
brinjal,Rabi,15,22.9,79.1
brinjal,Rabi,18,22.1,56.4
cabbage,Zaid,17,12.8,73.1
cotton,Zaid,285,20.1,70.4
soybean,Rabi,142,11.7,84.0
sugarcane,Zaid,2,18.4,67.5
banana,Kharif,7,22.6,65.4
rice,Zaid,244,9.0,58.5
tomato,Kharif,7,18.0,80.2
brinjal,Kharif,7,14.6,58.5
cauliflower,Zaid,17,24.6,65.9
cauliflower,Zaid,8,23.5,82.7
apple,Rabi,173,24.0,55.1
tomato,Kharif,10,10.4,76.5
orange,Rabi,67,13.9,62.7
orange,Rabi,84,21.7,75.3
banana,Rabi,7,17.1,87.8
apple,Rabi,60,8.1,63.1
potato,Zaid,110,15.5,63.0
grapes,Rabi,8,16.8,66.6
apple,Rabi,120,18.5,79.2
tomato,Kharif,5,15.4,61.1
cotton,Rabi,394,11.1,84.6
pulses,Zaid,258,23.6,76.1
orange,Kharif,74,10.7,77.8
pulses,Zaid,220,19.1,62.6
orange,Rabi,48,12.5,85.5
banana,Zaid,7,16.6,56.4
grapes,Kharif,17,15.6,89.4
soybean,Kharif,76,17.0,63.3
chilli,Rabi,26,12.6,68.0
